2022-12-01/02:11,4.0,87.0
2022-12-01/02:12,4.0,87.0
2022-12-01/02:13,4.0,87.0
2022-12-01/02:14,4.0,87.0
2022-12-01/02:15,4.0,87.0
2022-12-01/02:16,4.0,87.0
2022-12-01/02:17,4.0,87.0
2022-12-01/02:18,4.0,87.0
2022-12-01/02:19,4.0,87.0
2022-12-01/02:20,4.0,87.0
2022-12-01/02:21,4.0,87.0
2022-12-01/02:22,4.0,87.0
2022-12-01/02:23,4.0,87.0
2022-12-01/02:24,4.0,87.0
2022-12-01/02:25,4.0,87.0
2022-12-01/02:26,4.0,87.0
2022-12-01/02:27,4.0,87.0
2022-12-01/02:28,4.0,87.0
2022-12-01/02:29,4.0,87.0
2022-12-01/02:30,4.0,87.0
2022-12-01/02:31,4.0,87.0
2022-12-01/02:32,4.0,87.0
2022-12-01/02:33,4.0,87.0
2022-12-01/02:34,4.0,87.0
2022-12-01/02:35,4.0,87.0
2022-12-01/02:36,4.0,87.0
2022-12-01/02:37,4.0,87.0
2022-12-01/02:38,4.0,87.0
2022-12-01/02:39,4.0,87.0
2022-12-01/02:40,4.0,87.0
2022-12-01/02:41,4.0,87.0
2022-12-01/02:42,4.0,87.0
2022-12-01/02:43,4.0,87.0
2022-12-01/02:44,4.0,87.0
2022-12-01/02:45,4.0,87.0
2022-12-01/02:46,4.0,87.0
2022-12-01/02:47,4.0,87.0
2022-12-01/02:48,4.0,87.0
2022-12-01/02:49,4.0,87.0
2022-12-01/02:50,4.0,87.0
2022-12-01/02:51,4.0,87.0
2022-12-01/02:52,4.0,87.0
2022-12-01/02:53,4.0,87.0
2022-12-01/02:54,4.0,87.0
2022-12-01/02:55,4.0,87.0
2022-12-01/02:56,4.0,87.0
2022-12-01/02:57,4.0,87.0
2022-12-01/02:58,4.0,87.0
2022-12-01/02:59,4.0,87.0
2022-12-01/03:00,4.0,87.0
2022-12-01/03:01,4.0,87.0
2022-12-01/03:02,3.0,87.0
2022-12-01/03:03,3.0,87.0
2022-12-01/03:04,3.0,87.0
2022-12-01/03:05,3.0,87.0
2022-12-01/03:06,3.0,87.0
2022-12-01/03:07,3.0,87.0
2022-12-01/03:08,3.0,87.0
2022-12-01/03:09,3.0,87.0
2022-12-01/03:10,3.0,87.0
2022-12-01/03:11,3.0,87.0
2022-12-01/03:12,3.0,87.0
2022-12-01/03:13,3.0,87.0
2022-12-01/03:14,3.0,87.0
2022-12-01/03:15,3.0,87.0
2022-12-01/03:16,3.0,87.0
2022-12-01/03:17,3.0,87.0
2022-12-01/03:18,3.0,87.0
2022-12-01/03:19,3.0,87.0
2022-12-01/03:20,3.0,87.0
2022-12-01/03:21,3.0,87.0
2022-12-01/03:22,3.0,87.0
2022-12-01/03:23,3.0,87.0
2022-12-01/03:24,3.0,87.0
2022-12-01/03:25,3.0,87.0
2022-12-01/03:26,3.0,87.0
2022-12-01/03:27,3.0,87.0
2022-12-01/03:28,3.0,87.0
2022-12-01/03:29,3.0,87.0
2022-12-01/03:30,3.0,87.0
2022-12-01/03:31,3.0,87.0
2022-12-01/03:32,3.0,87.0
2022-12-01/03:33,3.0,87.0
2022-12-01/03:34,3.0,87.0
2022-12-01/03:35,3.0,87.0
2022-12-01/03:36,3.0,87.0
2022-12-01/03:37,3.0,87.0
2022-12-01/03:38,3.0,87.0
2022-12-01/03:39,3.0,87.0
2022-12-01/03:40,3.0,87.0
2022-12-01/03:41,3.0,87.0
2022-12-01/03:42,3.0,87.0
2022-12-01/03:43,3.0,87.0
2022-12-01/03:44,3.0,87.0
2022-12-01/03:45,3.0,87.0
2022-12-01/03:46,3.0,87.0
2022-12-01/03:47,3.0,87.0
2022-12-01/03:48,3.0,87.0
2022-12-01/03:49,3.0,87.0
2022-12-01/03:50,3.0,87.0
2022-12-01/03:51,3.0,87.0
2022-12-01/03:52,3.0,87.0
2022-12-01/03:53,3.0,87.0
2022-12-01/03:54,3.0,87.0
2022-12-01/03:55,3.0,87.0
2022-12-01/03:56,3.0,87.0
2022-12-01/03:57,3.0,87.0
2022-12-01/03:58,3.0,87.0
2022-12-01/03:59,3.0,87.0
2022-12-01/04:00,3.0,87.0
2022-12-01/04:01,3.0,87.0
2022-12-01/04:02,3.0,87.0
2022-12-01/04:03,3.0,87.0
2022-12-01/04:04,3.0,87.0
2022-12-01/04:05,3.0,87.0
2022-12-01/04:06,3.0,87.0
2022-12-01/04:07,3.0,87.0
2022-12-01/04:08,3.0,87.0
2022-12-01/04:09,3.0,87.0
2022-12-01/04:10,3.0,87.0
2022-12-01/04:11,3.0,87.0
2022-12-01/04:12,3.0,87.0
2022-12-01/04:13,3.0,87.0
2022-12-01/04:14,3.0,87.0
2022-12-01/04:15,3.0,87.0
2022-12-01/04:16,3.0,87.0
2022-12-01/04:17,3.0,87.0
2022-12-01/04:18,3.0,87.0
2022-12-01/04:19,3.0,87.0
2022-12-01/04:20,3.0,87.0
2022-12-01/04:21,3.0,87.0
2022-12-01/04:22,3.0,87.0
2022-12-01/04:23,3.0,87.0
2022-12-01/04:24,3.0,87.0
2022-12-01/04:25,3.0,87.0
2022-12-01/04:26,3.0,87.0
2022-12-01/04:27,3.0,87.0
2022-12-01/04:28,3.0,87.0
2022-12-01/04:29,3.0,87.0
2022-12-01/04:30,3.0,87.0
2022-12-01/04:31,3.0,87.0
2022-12-01/04:32,3.0,87.0
2022-12-01/04:33,3.0,87.0
2022-12-01/04:34,3.0,87.0
2022-12-01/04:35,3.0,87.0
2022-12-01/04:36,3.0,87.0
2022-12-01/04:37,3.0,87.0
2022-12-01/04:38,3.0,87.0
2022-12-01/04:39,3.0,87.0
2022-12-01/04:40,3.0,87.0
2022-12-01/04:41,3.0,87.0
2022-12-01/04:42,3.0,87.0
2022-12-01/04:43,3.0,87.0
2022-12-01/04:44,3.0,87.0
2022-12-01/04:45,3.0,87.0
2022-12-01/04:46,3.0,87.0
2022-12-01/04:47,3.0,87.0
2022-12-01/04:48,3.0,87.0
2022-12-01/04:49,3.0,87.0
2022-12-01/04:50,3.0,87.0
2022-12-01/04:51,3.0,87.0
2022-12-01/04:52,3.0,87.0
2022-12-01/04:53,3.0,87.0
2022-12-01/04:54,3.0,87.0
2022-12-01/04:55,3.0,87.0
2022-12-01/04:56,3.0,87.0
2022-12-01/04:57,3.0,87.0
2022-12-01/04:58,3.0,87.0
2022-12-01/04:59,3.0,87.0
2022-12-01/05:00,3.0,87.0
2022-12-01/05:01,2.0,87.0
2022-12-01/05:02,3.0,87.0
2022-12-01/05:03,2.0,87.0
2022-12-01/05:04,2.0,87.0
2022-12-01/05:05,3.0,87.0
2022-12-01/05:06,3.0,87.0
2022-12-01/05:07,3.0,87.0
2022-12-01/05:08,2.0,87.0
2022-12-01/05:09,2.0,87.0
2022-12-01/05:10,2.0,87.0
2022-12-01/05:11,2.0,87.0
2022-12-01/05:12,2.0,87.0
2022-12-01/05:13,2.0,87.0
2022-12-01/05:14,2.0,87.0
2022-12-01/05:15,2.0,87.0
2022-12-01/05:16,2.0,87.0
2022-12-01/05:17,2.0,87.0
2022-12-01/05:18,2.0,87.0
2022-12-01/05:19,2.0,87.0
2022-12-01/05:20,2.0,87.0
2022-12-01/05:21,2.0,87.0
2022-12-01/05:22,2.0,87.0
2022-12-01/05:23,2.0,87.0
2022-12-01/05:24,2.0,87.0
2022-12-01/05:25,2.0,87.0
2022-12-01/05:26,2.0,87.0
2022-12-01/05:27,2.0,87.0
2022-12-01/05:28,2.0,87.0
2022-12-01/05:29,2.0,87.0
2022-12-01/05:30,2.0,87.0
2022-12-01/05:31,2.0,87.0
2022-12-01/05:32,2.0,87.0
2022-12-01/05:33,2.0,87.0
2022-12-01/05:34,2.0,87.0
2022-12-01/05:35,2.0,87.0
2022-12-01/05:36,2.0,87.0
2022-12-01/05:37,2.0,87.0
2022-12-01/05:38,2.0,87.0
2022-12-01/05:39,2.0,87.0
2022-12-01/05:40,2.0,87.0
2022-12-01/05:41,2.0,87.0
2022-12-01/05:42,2.0,87.0
2022-12-01/05:43,2.0,87.0
2022-12-01/05:44,2.0,87.0
2022-12-01/05:45,2.0,87.0
2022-12-01/05:46,2.0,87.0
2022-12-01/05:47,2.0,87.0
2022-12-01/05:48,2.0,87.0
2022-12-01/05:49,2.0,87.0
2022-12-01/05:50,2.0,87.0
2022-12-01/05:51,2.0,87.0
2022-12-01/05:52,2.0,87.0
2022-12-01/05:53,2.0,87.0
2022-12-01/05:54,2.0,87.0
2022-12-01/05:55,2.0,87.0
2022-12-01/05:56,2.0,87.0
2022-12-01/05:57,2.0,87.0
2022-12-01/05:58,2.0,87.0
2022-12-01/05:59,2.0,87.0
2022-12-01/06:00,2.0,87.0
2022-12-01/06:01,2.0,87.0
2022-12-01/06:02,2.0,87.0
2022-12-01/06:03,2.0,87.0
2022-12-01/06:04,2.0,87.0
2022-12-01/06:05,2.0,87.0
2022-12-01/06:06,2.0,87.0
2022-12-01/06:07,2.0,87.0
2022-12-01/06:08,2.0,87.0
2022-12-01/06:09,2.0,87.0
2022-12-01/06:10,2.0,87.0
2022-12-01/06:11,2.0,87.0
2022-12-01/06:12,2.0,87.0
2022-12-01/06:13,2.0,87.0
2022-12-01/06:14,2.0,87.0
2022-12-01/06:15,2.0,87.0
2022-12-01/06:16,2.0,87.0
2022-12-01/06:17,2.0,87.0
2022-12-01/06:18,2.0,87.0
2022-12-01/06:19,2.0,87.0
2022-12-01/06:20,2.0,87.0
2022-12-01/06:21,2.0,87.0
2022-12-01/06:22,2.0,87.0
2022-12-01/06:23,2.0,87.0
2022-12-01/06:24,2.0,87.0
2022-12-01/06:25,2.0,87.0
2022-12-01/06:26,2.0,87.0
2022-12-01/06:27,2.0,87.0
2022-12-01/06:28,2.0,87.0
2022-12-01/06:29,2.0,87.0
2022-12-01/06:30,2.0,87.0
2022-12-01/06:31,2.0,87.0
2022-12-01/06:32,2.0,87.0
2022-12-01/06:33,2.0,87.0
2022-12-01/06:34,2.0,87.0
2022-12-01/06:35,2.0,87.0
2022-12-01/06:36,2.0,87.0
2022-12-01/06:37,2.0,87.0
2022-12-01/06:38,2.0,87.0
2022-12-01/06:39,2.0,87.0
2022-12-01/06:40,2.0,87.0
2022-12-01/06:41,2.0,87.0
2022-12-01/06:42,2.0,87.0
2022-12-01/06:43,2.0,87.0
2022-12-01/06:44,2.0,87.0
2022-12-01/06:45,2.0,87.0
2022-12-01/06:46,2.0,87.0
2022-12-01/06:47,2.0,87.0
2022-12-01/06:48,2.0,87.0
2022-12-01/06:49,2.0,87.0
2022-12-01/06:50,2.0,87.0
2022-12-01/06:51,2.0,87.0
2022-12-01/06:52,2.0,87.0
2022-12-01/06:53,2.0,87.0
2022-12-01/06:54,2.0,87.0
2022-12-01/06:55,2.0,87.0
2022-12-01/06:56,2.0,87.0
2022-12-01/06:57,2.0,87.0
2022-12-01/06:58,2.0,87.0
2022-12-01/06:59,2.0,87.0
2022-12-01/07:00,2.0,87.0
2022-12-01/07:01,2.0,87.0
2022-12-01/07:02,2.0,87.0
2022-12-01/07:03,2.0,87.0
2022-12-01/07:04,2.0,87.0
2022-12-01/07:05,2.0,87.0
2022-12-01/07:06,2.0,87.0
2022-12-01/07:07,2.0,87.0
2022-12-01/07:08,2.0,87.0
2022-12-01/07:09,2.0,87.0
2022-12-01/07:10,2.0,87.0
2022-12-01/07:11,2.0,87.0
2022-12-01/07:12,2.0,87.0
2022-12-01/07:13,2.0,87.0
2022-12-01/07:14,2.0,87.0
2022-12-01/07:15,2.0,87.0
2022-12-01/07:16,2.0,87.0
2022-12-01/07:17,2.0,87.0
2022-12-01/07:18,2.0,87.0
2022-12-01/07:19,2.0,87.0
2022-12-01/07:20,2.0,87.0
2022-12-01/07:21,2.0,87.0
2022-12-01/07:22,2.0,87.0
2022-12-01/07:23,2.0,87.0
2022-12-01/07:24,2.0,87.0
2022-12-01/07:25,2.0,87.0
2022-12-01/07:26,2.0,87.0
2022-12-01/07:27,2.0,87.0
2022-12-01/07:28,2.0,87.0
2022-12-01/07:29,3.0,87.0
2022-12-01/07:30,3.0,87.0
2022-12-01/07:31,3.0,87.0
2022-12-01/07:32,3.0,87.0
2022-12-01/07:33,3.0,87.0
2022-12-01/07:34,2.0,87.0
2022-12-01/07:35,2.0,87.0
2022-12-01/07:36,2.0,87.0
2022-12-01/07:37,2.0,87.0
2022-12-01/07:38,2.0,87.0
2022-12-01/07:39,2.0,87.0
2022-12-01/07:40,2.0,87.0
2022-12-01/07:41,2.0,87.0
2022-12-01/07:42,2.0,87.0
2022-12-01/07:43,2.0,87.0
2022-12-01/07:44,2.0,87.0
2022-12-01/07:45,2.0,87.0
2022-12-01/07:46,2.0,87.0
2022-12-01/07:47,2.0,87.0
2022-12-01/07:48,2.0,87.0
2022-12-01/07:49,2.0,87.0
2022-12-01/07:50,2.0,87.0
2022-12-01/07:51,2.0,87.0
2022-12-01/07:52,2.0,87.0
2022-12-01/07:53,2.0,87.0
2022-12-01/07:54,2.0,87.0
2022-12-01/07:55,2.0,87.0
2022-12-01/07:56,2.0,87.0
2022-12-01/07:57,2.0,87.0
2022-12-01/07:58,2.0,87.0
2022-12-01/07:59,2.0,87.0
2022-12-01/08:00,2.0,87.0
2022-12-01/08:01,2.0,87.0
2022-12-01/08:02,2.0,87.0
2022-12-01/08:03,2.0,87.0
2022-12-01/08:04,2.0,87.0
2022-12-01/08:05,2.0,87.0
2022-12-01/08:06,2.0,87.0
2022-12-01/08:07,2.0,87.0
2022-12-01/08:08,2.0,87.0
2022-12-01/08:09,2.0,87.0
2022-12-01/08:10,3.0,87.0
2022-12-01/08:11,2.0,87.0
2022-12-01/08:12,2.0,87.0
2022-12-01/08:13,3.0,87.0
2022-12-01/08:14,3.0,87.0
2022-12-01/08:15,3.0,87.0
2022-12-01/08:16,3.0,87.0
2022-12-01/08:17,3.0,87.0
2022-12-01/08:18,3.0,87.0
2022-12-01/08:19,3.0,87.0
2022-12-01/08:20,3.0,87.0
2022-12-01/08:21,3.0,87.0
2022-12-01/08:22,3.0,87.0
2022-12-01/08:23,3.0,87.0
2022-12-01/08:24,3.0,87.0
2022-12-01/08:25,3.0,87.0
2022-12-01/08:26,3.0,87.0
2022-12-01/08:27,3.0,87.0
2022-12-01/08:28,3.0,87.0
2022-12-01/08:29,3.0,87.0
2022-12-01/08:30,3.0,87.0
2022-12-01/08:31,3.0,87.0
2022-12-01/08:32,3.0,87.0
2022-12-01/08:33,3.0,87.0
2022-12-01/08:34,3.0,87.0
2022-12-01/08:35,3.0,87.0
2022-12-01/08:36,3.0,87.0
2022-12-01/08:37,3.0,87.0
2022-12-01/08:38,3.0,87.0
2022-12-01/08:39,4.0,87.0
2022-12-01/08:40,4.0,87.0
2022-12-01/08:41,4.0,87.0
2022-12-01/08:42,4.0,87.0
2022-12-01/08:43,4.0,87.0
2022-12-01/08:44,4.0,87.0
2022-12-01/08:45,4.0,87.0
2022-12-01/08:46,4.0,87.0
2022-12-01/08:47,4.0,87.0
2022-12-01/08:48,5.0,88.0
2022-12-01/08:49,6.0,88.0
2022-12-01/08:50,7.0,88.0
2022-12-01/08:51,7.0,88.0
2022-12-01/08:52,7.0,88.0
2022-12-01/08:53,7.0,88.0
2022-12-01/08:54,7.0,88.0
2022-12-01/08:55,7.0,88.0
2022-12-01/08:56,6.0,88.0
2022-12-01/08:57,7.0,88.0
2022-12-01/08:58,7.0,88.0
2022-12-01/08:59,7.0,88.0
2022-12-01/09:00,7.0,88.0
2022-12-01/09:01,8.0,88.0
2022-12-01/09:02,8.0,88.0
2022-12-01/09:03,9.0,88.0
2022-12-01/09:04,9.0,88.0
2022-12-01/09:05,9.0,88.0
2022-12-01/09:06,9.0,88.0
2022-12-01/09:07,9.0,88.0
2022-12-01/09:08,9.0,88.0
2022-12-01/09:09,9.0,88.0
2022-12-01/09:10,10.0,88.0
2022-12-01/09:11,10.0,88.0
2022-12-01/09:12,10.0,88.0
2022-12-01/09:13,10.0,88.0
2022-12-01/09:14,10.0,88.0
2022-12-01/09:15,10.0,88.0
2022-12-01/09:16,10.0,88.0
2022-12-01/09:17,10.0,88.0
2022-12-01/09:18,10.0,88.0
2022-12-01/09:19,11.0,89.0
2022-12-01/09:20,11.0,89.0
2022-12-01/09:21,11.0,89.0
2022-12-01/09:22,11.0,89.0
2022-12-01/09:23,10.0,88.0
2022-12-01/09:24,10.0,88.0
2022-12-01/09:25,10.0,88.0
2022-12-01/09:26,10.0,88.0
2022-12-01/09:27,11.0,89.0
2022-12-01/09:28,11.0,89.0
2022-12-01/09:29,11.0,89.0
2022-12-01/09:30,11.0,89.0
2022-12-01/09:31,11.0,89.0
2022-12-01/09:32,11.0,89.0
2022-12-01/09:33,11.0,89.0
2022-12-01/09:34,11.0,89.0
2022-12-01/09:35,11.0,89.0
2022-12-01/09:36,11.0,89.0
2022-12-01/09:37,10.0,88.0
2022-12-01/09:38,10.0,88.0
2022-12-01/09:39,10.0,88.0
2022-12-01/09:40,10.0,88.0
2022-12-01/09:41,10.0,88.0
2022-12-01/09:42,11.0,89.0
2022-12-01/09:43,11.0,89.0
2022-12-01/09:44,11.0,89.0
2022-12-01/09:45,11.0,89.0
2022-12-01/09:46,11.0,89.0
2022-12-01/09:47,11.0,89.0
2022-12-01/09:48,11.0,89.0
2022-12-01/09:49,11.0,89.0
2022-12-01/09:50,11.0,89.0
2022-12-01/09:51,11.0,89.0
2022-12-01/09:52,11.0,89.0
2022-12-01/09:53,11.0,89.0
2022-12-01/09:54,10.0,88.0
2022-12-01/09:55,10.0,88.0
2022-12-01/09:56,9.0,88.0
2022-12-01/09:57,8.0,88.0
2022-12-01/09:58,8.0,88.0
2022-12-01/09:59,8.0,88.0
2022-12-01/10:00,8.0,88.0
2022-12-01/10:01,8.0,88.0
2022-12-01/10:02,7.0,88.0
2022-12-01/10:03,7.0,88.0
2022-12-01/10:04,7.0,88.0
2022-12-01/10:05,7.0,88.0
2022-12-01/10:06,7.0,88.0
2022-12-01/10:07,8.0,88.0
2022-12-01/10:08,8.0,88.0
2022-12-01/10:09,7.0,88.0
2022-12-01/10:10,7.0,88.0
2022-12-01/10:11,8.0,88.0
2022-12-01/10:12,8.0,88.0
2022-12-01/10:13,8.0,88.0
2022-12-01/10:14,8.0,88.0
2022-12-01/10:15,8.0,88.0
2022-12-01/10:16,8.0,88.0
2022-12-01/10:17,8.0,88.0
2022-12-01/10:18,8.0,88.0
2022-12-01/10:19,8.0,88.0
2022-12-01/10:20,8.0,88.0
2022-12-01/10:21,8.0,88.0
2022-12-01/10:22,8.0,88.0
2022-12-01/10:23,8.0,88.0
2022-12-01/10:24,8.0,88.0
2022-12-01/10:25,8.0,88.0
2022-12-01/10:26,8.0,88.0
2022-12-01/10:27,8.0,88.0
2022-12-01/10:28,8.0,88.0
2022-12-01/10:29,8.0,88.0
2022-12-01/10:30,9.0,88.0
2022-12-01/10:31,9.0,88.0
2022-12-01/10:32,9.0,88.0
2022-12-01/10:33,9.0,88.0
2022-12-01/10:34,9.0,88.0
2022-12-01/10:35,9.0,88.0
2022-12-01/10:36,9.0,88.0
2022-12-01/10:37,9.0,88.0
2022-12-01/10:38,9.0,88.0
2022-12-01/10:39,9.0,88.0
2022-12-01/10:40,9.0,88.0
2022-12-01/10:41,9.0,88.0
2022-12-01/10:42,9.0,88.0
2022-12-01/10:43,9.0,88.0
2022-12-01/10:44,9.0,88.0
2022-12-01/10:45,9.0,88.0
2022-12-01/10:46,9.0,88.0
2022-12-01/10:47,9.0,88.0
2022-12-01/10:48,9.0,88.0
2022-12-01/10:49,9.0,88.0
2022-12-01/10:50,9.0,88.0
2022-12-01/10:51,9.0,88.0
2022-12-01/10:52,9.0,88.0
2022-12-01/10:53,9.0,88.0
2022-12-01/10:54,9.0,88.0
2022-12-01/10:55,9.0,88.0
2022-12-01/10:56,9.0,88.0
2022-12-01/10:57,9.0,88.0
2022-12-01/10:58,9.0,88.0
2022-12-01/10:59,9.0,88.0
2022-12-01/11:00,9.0,88.0
2022-12-01/11:01,9.0,88.0
2022-12-01/11:02,9.0,88.0
2022-12-01/11:03,9.0,88.0
2022-12-01/11:04,9.0,88.0
2022-12-01/11:05,9.0,88.0
2022-12-01/11:06,9.0,88.0
2022-12-01/11:07,9.0,88.0
2022-12-01/11:08,9.0,88.0
2022-12-01/11:09,9.0,88.0
2022-12-01/11:10,9.0,88.0
2022-12-01/11:11,9.0,88.0
2022-12-01/11:12,9.0,88.0
2022-12-01/11:13,9.0,88.0
2022-12-01/11:14,9.0,88.0
2022-12-01/11:15,9.0,88.0
2022-12-01/11:16,9.0,88.0
2022-12-01/11:17,9.0,88.0
2022-12-01/11:18,9.0,88.0
2022-12-01/11:19,9.0,88.0
2022-12-01/11:20,9.0,88.0
2022-12-01/11:21,9.0,88.0
2022-12-01/11:22,9.0,88.0
2022-12-01/11:23,9.0,88.0
2022-12-01/11:24,9.0,88.0
2022-12-01/11:25,9.0,88.0
2022-12-01/11:26,9.0,88.0
2022-12-01/11:27,9.0,88.0
2022-12-01/11:28,9.0,88.0
2022-12-01/11:29,9.0,88.0
2022-12-01/11:30,9.0,88.0
2022-12-01/11:31,9.0,88.0
2022-12-01/11:32,9.0,88.0
2022-12-01/11:33,9.0,88.0
2022-12-01/11:34,10.0,88.0
2022-12-01/11:35,10.0,88.0
2022-12-01/11:36,10.0,88.0
2022-12-01/11:37,10.0,88.0
2022-12-01/11:38,9.0,88.0
2022-12-01/11:39,9.0,88.0
2022-12-01/11:40,9.0,88.0
2022-12-01/11:41,9.0,88.0
2022-12-01/11:42,9.0,88.0
2022-12-01/11:43,9.0,88.0
2022-12-01/11:44,10.0,88.0
2022-12-01/11:45,9.0,88.0
2022-12-01/11:46,10.0,88.0
2022-12-01/11:47,10.0,88.0
2022-12-01/11:48,10.0,88.0
2022-12-01/11:49,10.0,88.0
2022-12-01/11:50,10.0,88.0
2022-12-01/11:51,10.0,88.0
2022-12-01/11:52,10.0,88.0
2022-12-01/11:53,10.0,88.0
2022-12-01/11:54,10.0,88.0
2022-12-01/11:55,10.0,88.0
2022-12-01/11:56,9.0,88.0
2022-12-01/11:57,9.0,88.0
2022-12-01/11:58,9.0,88.0
2022-12-01/11:59,9.0,88.0
2022-12-01/12:00,9.0,88.0
2022-12-01/12:01,10.0,88.0
2022-12-01/12:02,10.0,88.0
2022-12-01/12:03,10.0,88.0
2022-12-01/12:04,10.0,88.0
2022-12-01/12:05,10.0,88.0
2022-12-01/12:06,10.0,88.0
2022-12-01/12:07,10.0,88.0
2022-12-01/12:08,10.0,88.0
2022-12-01/12:09,10.0,88.0
2022-12-01/12:10,10.0,88.0
2022-12-01/12:11,10.0,88.0
2022-12-01/12:12,10.0,88.0
2022-12-01/12:13,10.0,88.0
2022-12-01/12:14,10.0,88.0
2022-12-01/12:15,10.0,88.0
